"","SG_UF","REGIAO","NM_MUNICIPIO","total_receita","total_beneficiarios","media_receita","tt_abstMulher","tt_aptMulher","percAbsT_Mulher","total_abstencao","total_aptos","perc_abstencao","abstFEMININA","abtMASCULINA"
"533","BA","Nordeste","SANTA CRUZ CABRALIA",571194,3171,180.130558183538,4012,19050,0.210603674540682,7590,36074,0.210400842712203,0.528590250329381,0.471409749670619
"534","BA","Nordeste","SANTA CRUZ DA VITORIA",164494,1100,149.54,1708,4522,0.377708978328173,3662,9318,0.393002790298347,0.466411796832332,0.533588203167668
"535","BA","Nordeste","SANTA MARIA DA VITORIA",972804,5990,162.404674457429,8623,30366,0.283968912599618,16862,59838,0.281794177612888,0.51138654963824,0.48861345036176
"536","BA","Nordeste","SANTA RITA DE CASSIA",1535091,6549,234.400824553367,6620,21876,0.302614737611995,13663,44998,0.303635717142984,0.484520237136793,0.515479762863207
"537","BA","Nordeste","SANTA TERESINHA",486354,2362,205.907705334462,824,4972,0.165728077232502,1796,9908,0.181267662494954,0.458797327394209,0.541202672605791
"538","BA","Nordeste","SANTALUZ",1300912,7522,172.947620313746,7187,30608,0.234807893361213,14677,60164,0.243949870354365,0.489677727055938,0.510322272944062
"539","BA","Nordeste","SANTANA",3823959,18591,205.688720348556,16693,99186,0.168299961688141,35219,195448,0.18019626703778,0.473977114625628,0.526022885374372
"540","BA","Nordeste","SANTANOPOLIS",456840,2149,212.582596556538,2211,8680,0.254723502304147,4341,16778,0.25873167242818,0.509329647546648,0.490670352453352
"541","BA","Nordeste","SANTO AMARO",1832264,11427,160.345147457775,9960,49558,0.200976633439606,20314,93054,0.21830335074258,0.490302254602737,0.509697745397263
"542","BA","Nordeste","SANTO ANTONIO DE JESUS",1468315,9162,160.261405806592,12088,74436,0.16239454027621,22995,135194,0.170088909271121,0.525679495542509,0.474320504457491
"543","BA","Nordeste","SANTO ESTEVAO",1578048,7074,223.077184054283,6389,38894,0.164266982053787,11728,71446,0.16415194692495,0.544764665757162,0.455235334242838
"544","BA","Nordeste","SAO DESIDERIO",968209,4501,215.109753388136,3802,21072,0.18042900531511,8052,42922,0.187596104561763,0.472180824639841,0.527819175360159
"545","BA","Nordeste","SAO DOMINGOS",791690,5034,157.268573698848,6337,32492,0.195032623414994,13128,64040,0.204996876951905,0.482708714198659,0.517291285801341
"546","BA","Nordeste","SAO FELIPE",506472,3137,161.451067899267,4100,17494,0.234366068366297,8359,34032,0.245621767748002,0.490489292977629,0.509510707022371
"547","BA","Nordeste","SAO FELIX",414227,1827,226.725232621784,2104,10560,0.199242424242424,4294,20244,0.21211223078443,0.489986027014439,0.510013972985561
"548","BA","Nordeste","SAO FELIX DO CORIBE",434270,2368,183.391047297297,2428,10986,0.221008556344438,4663,21656,0.215321388991504,0.520694831653442,0.479305168346558
"549","BA","Nordeste","SAO FRANCISCO DO CONDE",1702618,7205,236.310617626648,3942,33730,0.116869255855322,8697,62334,0.139522571951102,0.453259744739565,0.546740255260435
"550","BA","Nordeste","SAO GONCALO DOS CAMPOS",596357,3401,175.347544839753,4553,29634,0.153641087939529,8968,55830,0.160630485402114,0.507694023193577,0.492305976806423
"551","BA","Nordeste","SAO JOSE DA VITORIA",401171,1432,280.147346368715,1108,4542,0.243945398502862,2260,9022,0.250498780758147,0.490265486725664,0.509734513274336
"552","BA","Nordeste","SAO JOSE DO JACUIPE",412361,2209,186.67315527388,1859,7996,0.232491245622811,4114,15830,0.259886291850916,0.451871657754011,0.548128342245989
"553","BA","Nordeste","SAO MIGUEL DAS MATAS",342181,1758,194.64220705347,1619,8710,0.185878300803674,3399,17174,0.19791545359264,0.476316563695204,0.523683436304796
"554","BA","Nordeste","SAO SEBASTIAO DO PASSE",1016072,6232,163.04107830552,5993,35106,0.170711559277616,12670,67522,0.187642546133112,0.473007103393844,0.526992896606156
"555","BA","Nordeste","SAPEACU",739407,3433,215.382173026507,2264,14970,0.15123580494322,4201,27792,0.151158606793322,0.538919304927398,0.461080695072602
"556","BA","Nordeste","SATIRO DIAS",669700,2748,243.704512372635,4198,13440,0.31235119047619,8625,27126,0.317960628179606,0.486724637681159,0.513275362318841
"557","BA","Nordeste","SAUBARA",524201,3183,164.687715991203,3071,12174,0.25225891243634,5731,23028,0.248870939725551,0.53585761647182,0.46414238352818
"558","BA","Nordeste","SAUDE",409492,2046,200.142717497556,2492,8956,0.278249218401072,5108,17578,0.290590510865855,0.487862176977291,0.512137823022709
"559","BA","Nordeste","SEABRA",1407154,7457,188.702427249564,4226,31500,0.13415873015873,8460,60590,0.139627001155306,0.499527186761229,0.500472813238771
"560","BA","Nordeste","SEBASTIAO LARANJEIRAS",301129,1667,180.641271745651,1680,6944,0.241935483870968,3636,14010,0.259528907922912,0.462046204620462,0.537953795379538
"561","BA","Nordeste","SENHOR DO BONFIM",1432781,9780,146.501124744376,9560,52352,0.182610024449878,18056,96882,0.186371049317727,0.529463890119628,0.470536109880372
"562","BA","Nordeste","SENTO SE",1828342,7497,243.876483926904,7907,27734,0.285101319679815,16421,56766,0.289275270408343,0.481517568966567,0.518482431033433
"563","BA","Nordeste","SERRA DO RAMALHO",961758,4338,221.705394190871,6616,23300,0.283948497854077,13890,46618,0.297953580162169,0.476313894888409,0.523686105111591
"564","BA","Nordeste","SERRA DOURADA",447967,2702,165.790895632865,4451,14766,0.301435730732764,9071,30116,0.301202018860406,0.490684599272407,0.509315400727593
"565","BA","Nordeste","SERRA PRETA",676811,2912,232.42135989011,4318,17326,0.249220824194852,8733,33900,0.257610619469027,0.494446352914233,0.505553647085767
"566","BA","Nordeste","SERRINHA",2630308,14911,176.400509690832,9334,66346,0.14068670304163,18057,123878,0.145764381084616,0.516918646508279,0.483081353491721
"567","BA","Nordeste","SERROLANDIA",410537,2125,193.193882352941,1669,9982,0.167200961731116,3357,19002,0.176665614145879,0.497170092344355,0.502829907655645
"568","BA","Nordeste","SIMOES FILHO",2116682,13261,159.617072618958,14067,82458,0.170595939751146,28933,156634,0.184717238913646,0.486192237237756,0.513807762762244
"569","BA","Nordeste","SITIO DO MATO",659269,2450,269.089387755102,2635,9234,0.285358457873078,5652,19014,0.297254654465131,0.466206652512385,0.533793347487615
"570","BA","Nordeste","SITIO DO QUINTO",557501,2626,212.300456968774,2738,9772,0.280188293082276,5605,19258,0.291047876207291,0.488492417484389,0.511507582515611
"571","BA","Nordeste","SOBRADINHO",668956,3727,179.489133351221,5796,30436,0.190432382704692,11832,58560,0.202049180327869,0.489858012170385,0.510141987829615
"572","BA","Nordeste","SOUTO SOARES",812557,3249,250.094490612496,2812,12990,0.216474210931486,5876,26006,0.225947858186572,0.4785568413887,0.5214431586113
"573","BA","Nordeste","TABOCAS DO BREJO VELHO",296490,1616,183.471534653465,2996,9968,0.300561797752809,6014,20528,0.29296570537802,0.498170934486199,0.501829065513801
"574","BA","Nordeste","TANHACU",500672,3403,147.126652953277,3405,16828,0.20234133586879,6734,33636,0.200202164347723,0.505643005643006,0.494356994356994
"575","BA","Nordeste","TANQUE NOVO",486972,2446,199.089125102208,2650,12708,0.208530059804847,5894,25822,0.228254976376733,0.449609772650153,0.550390227349847
"576","BA","Nordeste","TANQUINHO",319391,1653,193.218995765275,1375,7372,0.186516549104721,2787,14322,0.194595726853791,0.493362038033728,0.506637961966272
"577","BA","Nordeste","TAPEROA",1169150,6010,194.534109816972,5338,24096,0.221530544488712,10710,46426,0.230689699737216,0.498412698412698,0.501587301587302
"578","BA","Nordeste","TAPIRAMUTA",672833,2754,244.311183732752,3570,11336,0.314925899788285,7629,22526,0.338675308532363,0.467951238694455,0.532048761305545
"579","BA","Nordeste","TEIXEIRA DE FREITAS",1716504,11082,154.891174878181,31816,110702,0.287402214955466,61458,209896,0.29280214963601,0.517686875589834,0.482313124410166
"580","BA","Nordeste","TEODORO SAMPAIO",489856,3112,157.408740359897,6332,24562,0.257796596368374,13122,48040,0.273147377185679,0.482548392013413,0.517451607986587
"581","BA","Nordeste","TEOFILANDIA",573912,3097,185.312237649338,4334,17452,0.24833829933532,9771,34308,0.284802378454005,0.44355746597073,0.55644253402927
"582","BA","Nordeste","TEOLANDIA",504963,2700,187.023333333333,2532,10622,0.238373187723593,5159,21114,0.244340248176565,0.490792789300252,0.509207210699748
"583","BA","Nordeste","TERRA NOVA",940459,4379,214.765699931491,3542,17850,0.19843137254902,7269,35432,0.205153533529013,0.487274728298253,0.512725271701747
"584","BA","Nordeste","TREMEDAL",760994,2993,254.257935182092,5873,16100,0.364782608695652,11854,32168,0.368502859985078,0.49544457567066,0.50455542432934
"585","BA","Nordeste","TUCANO",2669913,10242,260.682776801406,7494,37820,0.198149127445796,14045,72270,0.194340666943407,0.533570665717337,0.466429334282663
"586","BA","Nordeste","UAUA",958897,5183,185.008103415011,6077,21500,0.282651162790698,11554,42144,0.274155277145027,0.525965033754544,0.474034966245456
"587","BA","Nordeste","UBAIRA",668407,3408,196.128814553991,4416,16622,0.26567200096258,8896,32616,0.272749570762816,0.496402877697842,0.503597122302158
"588","BA","Nordeste","UBAITABA",323319,2073,155.966714905933,3732,14884,0.250739048642838,7037,27774,0.253366457838266,0.530339633366491,0.469660366633509
"589","BA","Nordeste","UBATA",409662,2017,203.104610808131,2176,12202,0.178331421078512,3998,22484,0.177815335349582,0.544272136068034,0.455727863931966
"590","BA","Nordeste","UIBAI",688748,2679,257.091452034341,2569,11614,0.22119855346995,5245,23128,0.226781390522311,0.489799809342231,0.510200190657769
"591","BA","Nordeste","UMBURANAS",519856,2870,181.134494773519,1773,9656,0.183616404308202,3490,19488,0.179084564860427,0.508022922636103,0.491977077363897
"592","BA","Nordeste","UNA",697412,3557,196.067472589261,3968,15158,0.261775959889167,8075,30336,0.266185390295359,0.491393188854489,0.508606811145511
"593","BA","Nordeste","URANDI",482066,2483,194.146596858639,3117,12902,0.241590451092854,6774,25420,0.266483084185681,0.46014171833481,0.53985828166519
"594","BA","Nordeste","URUCUCA",767112,4118,186.282661486158,4636,17314,0.267760194062608,9978,34540,0.288882455124493,0.464622168771297,0.535377831228703
"595","BA","Nordeste","UTINGA",549006,3071,178.771084337349,3865,13450,0.287360594795539,7621,26150,0.291434034416826,0.507151292481302,0.492848707518698
"596","BA","Nordeste","VALENTE",586473,3619,162.053882287925,3713,20126,0.184487727317897,7388,38568,0.191557768097905,0.502571737953438,0.497428262046562
"597","BA","Nordeste","VARZEA DA ROCA",598789,2807,213.319914499466,2811,10940,0.256946983546618,5857,21654,0.270481204396416,0.479938535086222,0.520061464913778
"598","BA","Nordeste","VARZEA DO POCO",270866,1309,206.92589763178,1823,6780,0.268879056047198,3636,13102,0.277514883223935,0.501375137513751,0.498624862486249
"599","BA","Nordeste","VARZEA NOVA",446562,2598,171.886836027714,2397,9344,0.256528253424658,5095,18488,0.27558416270013,0.470461236506379,0.529538763493621
"600","BA","Nordeste","VARZEDO",230759,1655,139.431419939577,1310,8114,0.161449346807986,2771,15804,0.17533535813718,0.472753518585348,0.527246481414652
"601","BA","Nordeste","VERA CRUZ",1872832,9889,189.385377692385,8292,66478,0.124732994374079,15855,126118,0.125715599676493,0.522989593188269,0.477010406811731
"602","BA","Nordeste","VEREDA",156088,926,168.561555075594,1834,5838,0.314148681055156,3965,12460,0.318218298555377,0.462547288776797,0.537452711223203
"603","BA","Nordeste","VITORIA DA CONQUISTA",3580675,20088,178.249452409399,33490,241610,0.138611812424982,62443,443698,0.140733111260362,0.536329132168538,0.463670867831462
"604","BA","Nordeste","WAGNER",280859,1355,207.276014760148,2233,7270,0.307152682255846,4618,14412,0.320427421593117,0.483542659159809,0.516457340840191
"605","BA","Nordeste","WANDERLEY",361118,1976,182.752024291498,2516,9854,0.255327785670794,5236,20396,0.256717003333987,0.480519480519481,0.519480519480519
"606","BA","Nordeste","WENCESLAU GUIMARAES",1403479,5150,272.520194174757,3741,15474,0.241760372237301,7889,31152,0.253242167437083,0.474204588667765,0.525795411332235
"607","BA","Nordeste","XIQUE-XIQUE",2405543,10399,231.324454274449,9628,35514,0.271104353212818,19317,69480,0.278022452504318,0.498421079877828,0.501578920122172
"608","CE","Nordeste","ABAIARA",423529,1869,226.607276618513,938,6850,0.136934306569343,2289,13418,0.170591742435534,0.409785932721713,0.590214067278287
"609","CE","Nordeste","ACARAPE",448313,1888,237.453919491525,1446,11432,0.126487053883835,2585,21424,0.120659073935773,0.559381044487427,0.440618955512573
"610","CE","Nordeste","ACARAU",2507701,10274,244.082246447343,7669,42546,0.180251962581676,15277,79590,0.19194622440005,0.501996465274596,0.498003534725404
"611","CE","Nordeste","ACOPIARA",1918162,8995,213.247581989994,8862,39368,0.225106685633001,18075,76234,0.237098932234961,0.490290456431535,0.509709543568465
"612","CE","Nordeste","AIUABA",705056,2947,239.245334238208,3107,11580,0.268307426597582,6576,22732,0.289283828963576,0.472475669099757,0.527524330900243
"613","CE","Nordeste","ALCANTARAS",158148,1034,152.947775628627,1626,9310,0.174650912996778,3827,17882,0.214014092383402,0.424875881891821,0.575124118108179
"614","CE","Nordeste","ALTANEIRA",380308,1464,259.773224043716,767,5674,0.13517800493479,1611,10934,0.147338576916042,0.476101800124146,0.523898199875854
"615","CE","Nordeste","ALTO SANTO",299947,2059,145.676056338028,3015,12460,0.241974317817014,6423,24644,0.260631391007953,0.469406819243344,0.530593180756656
"616","CE","Nordeste","AMONTADA",1229816,6816,180.430751173709,5987,29998,0.199579971998133,12343,60300,0.20469320066335,0.485052256339626,0.514947743660374
"617","CE","Nordeste","ANTONINA DO NORTE",413842,1897,218.156035846073,2249,7250,0.310206896551724,4621,13886,0.332781218493447,0.486691192382601,0.513308807617399
"618","CE","Nordeste","APUIARES",532763,2655,200.664030131827,1790,11342,0.157820490213366,3438,22502,0.152786418984979,0.52065154159395,0.47934845840605
"619","CE","Nordeste","AQUIRAZ",1893762,10811,175.169919526408,8237,55990,0.147115556349348,16756,109398,0.15316550576793,0.491585103843399,0.508414896156601
"620","CE","Nordeste","ARACATI",1078689,6616,163.042472793229,7366,53866,0.136746741915123,13771,101284,0.135964219422614,0.534892164693922,0.465107835306078
"621","CE","Nordeste","ARACOIABA",1762842,8204,214.875914188201,1892,14926,0.126758676135602,3850,29412,0.130898952808378,0.491428571428571,0.508571428571429
"622","CE","Nordeste","ARACOIABA",1762842,8204,214.875914188201,1892,14926,0.126758676135602,6426,45230,0.142073844793279,0.294428882664177,0.705571117335823
"623","CE","Nordeste","ARACOIABA",1762842,8204,214.875914188201,3344,23116,0.144661706177539,3850,29412,0.130898952808378,0.868571428571429,0.131428571428571
"624","CE","Nordeste","ARACOIABA",1762842,8204,214.875914188201,3344,23116,0.144661706177539,6426,45230,0.142073844793279,0.520385932150638,0.479614067849362
"625","CE","Nordeste","ARARENDA",376616,1906,197.594963273872,2616,9114,0.287030941408822,5200,17918,0.290210961044759,0.503076923076923,0.496923076923077
"626","CE","Nordeste","ARARIPE",501593,3293,152.320983905254,5001,18172,0.275203609949373,10558,35430,0.29799604854643,0.473669255540822,0.526330744459178
"627","CE","Nordeste","ARATUBA",517736,2139,242.045815801777,1813,10436,0.173725565350709,3612,20814,0.173537042375324,0.501937984496124,0.498062015503876
"628","CE","Nordeste","ARNEIROZ",149355,885,168.762711864407,1939,6778,0.286072587784007,4073,13754,0.29613203431729,0.476061870856862,0.523938129143138
"629","CE","Nordeste","ASSARE",1051382,4439,236.851092588421,5403,19562,0.276198752683775,11002,38322,0.287093575491885,0.491092528631158,0.508907471368842
"630","CE","Nordeste","AURORA",620505,3853,161.044640539839,3918,24214,0.161807218964236,8102,47848,0.169327871593379,0.483584300172797,0.516415699827203
"631","CE","Nordeste","BAIXIO",256597,1049,244.61105815062,1311,5434,0.241258741258741,2592,10882,0.238191508913803,0.505787037037037,0.494212962962963
"632","CE","Nordeste","BANABUIU",473049,2649,178.57644394111,2652,14006,0.1893474225332,5511,27744,0.198637543252595,0.481219379422972,0.518780620577028
"633","CE","Nordeste","BARBALHA",1062446,6708,158.384913536076,6734,46584,0.144556070753907,13643,86484,0.157751722862032,0.493586454592098,0.506413545407902
"634","CE","Nordeste","BARREIRA",635414,3619,175.577231279359,2157,17256,0.125,3907,32234,0.121207420735869,0.552085999488098,0.447914000511902
"635","CE","Nordeste","BARRO",592666,3200,185.208125,2867,16282,0.176084019162265,6393,31132,0.205351406912502,0.448459252307211,0.551540747692789
"636","CE","Nordeste","BARROQUINHA",582966,2738,212.916727538349,2054,12308,0.166883327916802,4086,24306,0.16810664033572,0.502692119432207,0.497307880567793
"637","CE","Nordeste","BATURITE",1048832,6168,170.044098573281,4539,26458,0.171554917227304,8592,50100,0.171497005988024,0.528282122905028,0.471717877094972
"638","CE","Nordeste","BEBERIBE",1904423,9031,210.876204185583,9323,42932,0.217157365135563,19097,84912,0.224903429432825,0.488191862596219,0.511808137403781
"639","CE","Nordeste","BELA CRUZ",831878,4731,175.835552737265,3700,20090,0.184171229467397,7477,38702,0.193194150173118,0.494850876019794,0.505149123980206
"640","CE","Nordeste","BOA VIAGEM",2121010,8785,241.435401252134,7227,38682,0.186831084225221,13760,74958,0.183569465567384,0.525218023255814,0.474781976744186
