"","SG_UF","REGIAO","NM_MUNICIPIO","total_receita","total_beneficiarios","media_receita","tt_abstMulher","tt_aptMulher","percAbsT_Mulher","total_abstencao","total_aptos","perc_abstencao","abstFEMININA","abtMASCULINA"
"2242","MT","Centro-Oeste","COLIDER",155596,1101,141.322434150772,6299,23434,0.268797473756081,13055,46488,0.280825159180864,0.482497127537342,0.517502872462658
"2243","MT","Centro-Oeste","COLNIZA",362494,2112,171.635416666667,5001,16290,0.306998158379374,10935,34414,0.317748590689836,0.457338820301783,0.542661179698217
"2244","MT","Centro-Oeste","COMODORO",263554,1062,248.167608286252,4040,13414,0.301177873863128,8771,27634,0.317398856481146,0.460608824535401,0.539391175464599
"2245","MT","Centro-Oeste","CONFRESA",447645,1915,233.757180156658,5128,17964,0.285459808505901,10933,37406,0.292279313479121,0.46903869020397,0.53096130979603
"2246","MT","Centro-Oeste","CONQUISTA D'OESTE",34663,164,211.359756097561,843,2820,0.298936170212766,1740,5702,0.305156085584006,0.48448275862069,0.51551724137931
"2247","MT","Centro-Oeste","COTRIGUACU",72823,542,134.359778597786,2234,7716,0.289528252980819,4991,16610,0.30048163756773,0.447605690242436,0.552394309757564
"2248","MT","Centro-Oeste","CUIABA",2754287,21254,129.589112637621,87566,467652,0.187246071865404,172999,880676,0.196438871957451,0.506164775518934,0.493835224481066
"2249","MT","Centro-Oeste","CURVELANDIA",60350,338,178.550295857988,979,3836,0.255213764337852,2009,7846,0.256054040275299,0.487307117969139,0.512692882030861
"2250","MT","Centro-Oeste","DENISE",95684,494,193.692307692308,1353,5344,0.253181137724551,2910,11118,0.261737722611981,0.464948453608247,0.535051546391753
"2251","MT","Centro-Oeste","DIAMANTINO",154032,884,174.244343891403,3949,15262,0.258747215305989,8509,31156,0.273109513416356,0.464096838641438,0.535903161358562
"2252","MT","Centro-Oeste","DOM AQUINO",168157,727,231.302613480055,1723,6418,0.268463695855407,3670,12908,0.284319801673381,0.469482288828338,0.530517711171662
"2253","MT","Centro-Oeste","FELIZ NATAL",167280,700,238.971428571429,1638,5748,0.284968684759916,3805,12200,0.311885245901639,0.430486202365309,0.569513797634691
"2254","MT","Centro-Oeste","FIGUEIROPOLIS D'OESTE",10496,86,122.046511627907,845,3022,0.279616148246195,1731,6198,0.279283639883833,0.488157134604275,0.511842865395725
"2255","MT","Centro-Oeste","GAUCHA DO NORTE",143752,421,341.453681710214,1394,4676,0.298118049615056,3037,9856,0.308137175324675,0.459005597629239,0.540994402370761
"2256","MT","Centro-Oeste","GLORIA D'OESTE",54042,233,231.93991416309,683,2568,0.265965732087227,1425,5206,0.273722627737226,0.479298245614035,0.520701754385965
"2257","MT","Centro-Oeste","GUARANTA DO NORTE",377177,1892,199.353594080338,5953,20828,0.285817169195314,13046,42812,0.304727646454265,0.456308447033573,0.543691552966427
"2258","MT","Centro-Oeste","GUIRATINGA",118798,829,143.30277442702,2305,8412,0.274013314312886,4760,16832,0.282794676806084,0.484243697478992,0.515756302521008
"2259","MT","Centro-Oeste","INDIAVAI",14466,104,139.096153846154,432,1892,0.228329809725159,868,3730,0.232707774798928,0.497695852534562,0.502304147465438
"2260","MT","Centro-Oeste","IPIRANGA DO NORTE",49038,239,205.179916317992,897,3786,0.236925515055468,2029,7994,0.253815361521141,0.44208969935929,0.55791030064071
"2261","MT","Centro-Oeste","ITANHANGA",72102,317,227.451104100946,1143,3992,0.286322645290581,2682,8842,0.303325039583805,0.426174496644295,0.573825503355705
"2262","MT","Centro-Oeste","ITAUBA",49699,289,171.968858131488,1280,3942,0.324708269913749,2822,8276,0.340985983566941,0.453579021970234,0.546420978029766
"2263","MT","Centro-Oeste","ITIQUIRA",122889,770,159.596103896104,2320,8242,0.281485076437758,5136,17314,0.296638558392053,0.451713395638629,0.548286604361371
"2264","MT","Centro-Oeste","JACIARA",235869,1417,166.456598447424,3782,19814,0.190875138790754,7837,38492,0.20360074820742,0.482582620900855,0.517417379099145
"2265","MT","Centro-Oeste","JANGADA",138790,734,189.08719346049,1185,6008,0.197237017310253,2657,12754,0.208326799435471,0.445991719984945,0.554008280015055
"2266","MT","Centro-Oeste","JAURU",64317,437,147.178489702517,2646,8092,0.326989619377163,5366,16118,0.332919717086487,0.493104733507268,0.506895266492732
"2267","MT","Centro-Oeste","JUARA",179548,1136,158.052816901408,6789,23120,0.293641868512111,14328,46948,0.305188719434268,0.473827470686767,0.526172529313233
"2268","MT","Centro-Oeste","JUINA",222614,1365,163.087179487179,8712,31130,0.279858657243816,18683,62974,0.2966779940928,0.466306267730022,0.533693732269978
"2269","MT","Centro-Oeste","JURUENA",43735,334,130.943113772455,1821,5786,0.314725198755617,3844,12124,0.317057076872319,0.47372528616025,0.52627471383975
"2270","MT","Centro-Oeste","JUSCIMEIRA",105818,637,166.119309262166,2113,8622,0.245070749246115,4696,17806,0.263731326519151,0.449957410562181,0.550042589437819
"2271","MT","Centro-Oeste","LAMBARI D'OESTE",86220,472,182.669491525424,1356,4322,0.313743637204998,3003,9328,0.321933962264151,0.451548451548452,0.548451548451548
"2272","MT","Centro-Oeste","LUCAS DO RIO VERDE",362382,1930,187.762694300518,10310,42738,0.241237306378399,21428,85206,0.25148463723212,0.481146163897704,0.518853836102296
"2273","MT","Centro-Oeste","LUCIARA",54170,239,226.652719665272,497,1820,0.273076923076923,1054,3892,0.270811921891059,0.471537001897533,0.528462998102467
"2274","MT","Centro-Oeste","MARCELANDIA",187501,907,206.726571113561,2595,8488,0.305725730442978,5910,18108,0.326375082836315,0.439086294416244,0.560913705583756
"2275","MT","Centro-Oeste","MATUPA",68964,389,177.285347043702,2981,11316,0.263432308236126,6419,22964,0.279524473088312,0.464402554915096,0.535597445084904
"2276","MT","Centro-Oeste","MIRASSOL D'OESTE",295070,1938,152.254901960784,5796,20126,0.287985690152042,11558,39096,0.295631266625742,0.501470842706351,0.498529157293649
"2277","MT","Centro-Oeste","NOBRES",258755,1340,193.100746268657,2280,10752,0.212053571428571,5044,22006,0.229210215395801,0.452022204599524,0.547977795400476
"2278","MT","Centro-Oeste","NORTELANDIA",74174,424,174.938679245283,991,4564,0.217134092900964,2059,9166,0.2246345188741,0.481301602719767,0.518698397280233
"2279","MT","Centro-Oeste","NOSSA SENHORA DO LIVRAMENTO",207240,1042,198.886756238004,2190,10414,0.210293835221817,5097,22482,0.226714705097411,0.429664508534432,0.570335491465568
"2280","MT","Centro-Oeste","NOVA BANDEIRANTES",151010,822,183.710462287105,2475,7970,0.310539523212045,5888,18006,0.327002110407642,0.420346467391304,0.579653532608696
"2281","MT","Centro-Oeste","NOVA BRASILANDIA",24844,204,121.78431372549,723,3124,0.231434058898848,1571,6598,0.238102455289482,0.460216422660726,0.539783577339274
"2282","MT","Centro-Oeste","NOVA CANAA DO NORTE",57020,371,153.692722371968,2683,9536,0.281354865771812,5976,20366,0.293430226848669,0.448962516733601,0.551037483266399
"2283","MT","Centro-Oeste","NOVA GUARITA",42094,283,148.742049469965,937,3626,0.258411472697187,2119,7600,0.278815789473684,0.442189712128362,0.557810287871638
"2284","MT","Centro-Oeste","NOVA LACERDA",96169,504,190.811507936508,1368,4216,0.324478178368121,3058,8956,0.341447074586869,0.447351209941138,0.552648790058862
"2285","MT","Centro-Oeste","NOVA MARILANDIA",25718,143,179.846153846154,695,2490,0.279116465863454,1606,5268,0.304859529233106,0.432752179327522,0.567247820672478
"2286","MT","Centro-Oeste","NOVA MARINGA",53514,280,191.121428571429,1290,3774,0.34181240063593,2866,8166,0.350967425912319,0.450104675505932,0.549895324494068
"2287","MT","Centro-Oeste","NOVA MONTE VERDE",66350,426,155.75117370892,1619,5328,0.303866366366366,3469,11428,0.303552677633882,0.466705102334967,0.533294897665033
"2288","MT","Centro-Oeste","NOVA MUTUM",141637,1082,130.902957486137,5728,26868,0.213190412386482,12151,53882,0.22551130247578,0.471401530738211,0.528598469261789
"2289","MT","Centro-Oeste","NOVA NAZARE",125298,468,267.730769230769,829,2258,0.367139061116032,1782,4784,0.372491638795987,0.465207631874299,0.534792368125701
"2290","MT","Centro-Oeste","NOVA OLIMPIA",167530,1073,156.132339235787,3750,16152,0.232169390787519,8279,33032,0.250635747154275,0.452953255224061,0.547046744775939
"2291","MT","Centro-Oeste","NOVA SANTA HELENA",21847,125,174.776,563,2534,0.222178374112076,1124,5164,0.217660728117738,0.500889679715303,0.499110320284697
"2292","MT","Centro-Oeste","NOVA UBIRATA",32613,186,175.338709677419,1704,5724,0.29769392033543,4038,12740,0.316954474097331,0.421991084695394,0.578008915304606
"2293","MT","Centro-Oeste","NOVA XAVANTINA",76375,501,152.445109780439,4710,15054,0.312873654842567,9645,30156,0.31983684838838,0.488335925349922,0.511664074650078
"2294","MT","Centro-Oeste","NOVO HORIZONTE DO NORTE",19686,133,148.015037593985,788,2914,0.270418668496911,1739,6292,0.27638270820089,0.453133985048879,0.546866014951121
"2295","MT","Centro-Oeste","NOVO MUNDO",56448,399,141.473684210526,1251,4480,0.279241071428571,3081,10128,0.304206161137441,0.40603700097371,0.59396299902629
"2296","MT","Centro-Oeste","NOVO SANTO ANTONIO",212221,907,233.981256890849,1221,5308,0.230030143180106,2713,11288,0.240343727852587,0.450055289347586,0.549944710652414
"2297","MT","Centro-Oeste","NOVO SAO JOAQUIM",110814,668,165.889221556886,1569,4796,0.327147623019183,3407,10132,0.336261350177655,0.460522453771647,0.539477546228353
"2298","MT","Centro-Oeste","PARANAITA",90449,583,155.144082332762,2346,8214,0.285609934258583,5176,17416,0.297197978870005,0.453245749613601,0.546754250386399
"2299","MT","Centro-Oeste","PARANATINGA",107828,671,160.697466467958,4216,14006,0.301013851206626,9348,29654,0.315235718621434,0.451005562687206,0.548994437312794
"2300","MT","Centro-Oeste","PEDRA PRETA",259308,1521,170.485207100592,3640,15014,0.242440388970294,7794,30892,0.252298329664638,0.467025917372338,0.532974082627662
"2301","MT","Centro-Oeste","PEIXOTO DE AZEVEDO",439393,2369,185.476150274377,4941,19116,0.258474576271186,11035,39398,0.280090359916747,0.447757136384232,0.552242863615768
"2302","MT","Centro-Oeste","PLANALTO DA SERRA",35440,246,144.065040650407,358,2360,0.151694915254237,831,4990,0.166533066132265,0.430806257521059,0.569193742478941
"2303","MT","Centro-Oeste","POCONE",780137,4276,182.445509822264,5085,22906,0.221994237317733,11249,45804,0.245589904811807,0.452040181349453,0.547959818650547
"2304","MT","Centro-Oeste","PONTAL DO ARAGUAIA",81184,451,180.008869179601,1223,5024,0.24343152866242,2562,10004,0.25609756097561,0.47736143637783,0.52263856362217
"2305","MT","Centro-Oeste","PONTE BRANCA",25882,133,194.601503759398,380,1628,0.233415233415233,899,3552,0.253096846846847,0.422691879866518,0.577308120133482
"2306","MT","Centro-Oeste","PONTES E LACERDA",252676,1693,149.24748966332,7496,30234,0.247932790897665,14501,58874,0.246305669735367,0.516929866905731,0.483070133094269
"2307","MT","Centro-Oeste","PORTO ALEGRE DO NORTE",147750,777,190.15444015444,2351,6942,0.338663209449726,5102,14806,0.344590031068486,0.460799686397491,0.539200313602509
"2308","MT","Centro-Oeste","PORTO DOS GAUCHOS",18937,134,141.320895522388,1207,3928,0.307281059063136,2540,8154,0.311503556536669,0.475196850393701,0.524803149606299
"2309","MT","Centro-Oeste","PORTO ESPERIDIAO",80141,530,151.209433962264,2197,7472,0.294031049250535,4805,15598,0.308052314399282,0.457232049947971,0.542767950052029
"2310","MT","Centro-Oeste","PORTO ESTRELA",51401,275,186.912727272727,870,2990,0.290969899665552,1898,6424,0.295454545454545,0.458377239199157,0.541622760800843
"2311","MT","Centro-Oeste","PRIMAVERA DO LESTE",372022,2442,152.343161343161,10100,45082,0.224036200700945,20323,87618,0.231950055924582,0.496973871967721,0.503026128032279
"2312","MT","Centro-Oeste","QUERENCIA",205792,791,260.166877370417,3375,11362,0.297042774159479,7490,24146,0.310196305806345,0.450600801068091,0.549399198931909
"2313","MT","Centro-Oeste","RESERVA DO CABACAL",35122,191,183.884816753927,622,1970,0.315736040609137,1207,4000,0.30175,0.515327257663629,0.484672742336371
"2314","MT","Centro-Oeste","RIBEIRAO CASCALHEIRA",109839,558,196.844086021505,1990,6384,0.31171679197995,4345,13316,0.326299188945629,0.457997698504028,0.542002301495972
"2315","MT","Centro-Oeste","RIBEIRAOZINHO",23631,135,175.044444444444,413,1898,0.217597471022129,895,3872,0.231146694214876,0.46145251396648,0.53854748603352
"2316","MT","Centro-Oeste","RONDOLANDIA",34029,231,147.311688311688,770,2286,0.336832895888014,1729,4930,0.350709939148073,0.445344129554656,0.554655870445344
"2317","MT","Centro-Oeste","RONDONOPOLIS",1155559,8884,130.071927059883,35919,157266,0.228396474762504,71792,301626,0.238016616604669,0.500320369957655,0.499679630042345
"2318","MT","Centro-Oeste","ROSARIO OESTE",389993,1943,200.716932578487,3153,12060,0.261442786069652,6808,25092,0.271321536744779,0.46313160987074,0.53686839012926
"2319","MT","Centro-Oeste","SALTO DO CEU",26847,156,172.096153846154,702,2964,0.236842105263158,1402,5946,0.235788765556677,0.500713266761769,0.499286733238231
"2320","MT","Centro-Oeste","SANTA CARMEM",43320,224,193.392857142857,723,3210,0.225233644859813,1627,6796,0.239405532666274,0.444376152427781,0.555623847572219
"2321","MT","Centro-Oeste","SANTA CRUZ DO XINGU",25942,137,189.357664233577,430,1352,0.318047337278107,1079,3142,0.343411839592616,0.398517145505097,0.601482854494903
"2322","MT","Centro-Oeste","SANTA RITA DO TRIVELATO",22096,130,169.969230769231,597,1866,0.319935691318328,1408,4072,0.345776031434185,0.424005681818182,0.575994318181818
"2323","MT","Centro-Oeste","SANTO AFONSO",61315,332,184.683734939759,683,2220,0.307657657657658,1559,4808,0.324251247920133,0.438101347017319,0.561898652982681
"2324","MT","Centro-Oeste","SANTO ANTONIO DO LESTE",61038,232,263.094827586207,757,2310,0.327705627705628,1696,4846,0.349979364424267,0.446344339622642,0.553655660377358
"2325","MT","Centro-Oeste","SANTO ANTONIO DO LEVERGER",228544,1484,154.00539083558,2744,14704,0.186615886833515,5958,30516,0.195241840346048,0.460557233971131,0.539442766028869
"2326","MT","Centro-Oeste","SAO FELIX DO ARAGUAIA",56315,374,150.57486631016,2458,6634,0.370515526077781,5298,14126,0.375053093586295,0.46394865987165,0.53605134012835
"2327","MT","Centro-Oeste","SAO JOSE DO POVO",13882,100,138.82,717,2682,0.267337807606264,1592,5842,0.272509414584047,0.450376884422111,0.549623115577889
"2328","MT","Centro-Oeste","SAO JOSE DO RIO CLARO",152978,990,154.523232323232,3058,10728,0.285048471290082,6771,22478,0.301227867247976,0.451631959828681,0.548368040171319
"2329","MT","Centro-Oeste","SAO JOSE DO XINGU",118919,492,241.705284552846,1290,3938,0.327577450482478,3182,8686,0.366336633663366,0.405405405405405,0.594594594594595
"2330","MT","Centro-Oeste","SAO JOSE DOS QUATRO MARCOS",119697,745,160.66711409396,4255,14612,0.291199014508623,8598,28670,0.299895361004534,0.494882530821121,0.505117469178879
"2331","MT","Centro-Oeste","SAO PEDRO DA CIPA",46083,279,165.172043010753,746,3340,0.223353293413174,1656,6828,0.242530755711775,0.45048309178744,0.54951690821256
"2332","MT","Centro-Oeste","SAPEZAL",69276,596,116.234899328859,4316,14016,0.307933789954338,9466,29546,0.320381777567183,0.455947601943799,0.544052398056201
"2333","MT","Centro-Oeste","SERRA NOVA DOURADA",34040,195,174.564102564103,386,1216,0.317434210526316,952,2758,0.345177664974619,0.40546218487395,0.59453781512605
"2334","MT","Centro-Oeste","SINOP",420792,2885,145.855112651646,16246,91158,0.178218039009193,31568,173892,0.181537966093897,0.514635073492144,0.485364926507856
"2335","MT","Centro-Oeste","SORRISO",326934,1966,166.293997965412,12731,55896,0.227762272792329,26338,110452,0.238456524100967,0.483370035689878,0.516629964310122
"2336","MT","Centro-Oeste","TABAPORA",48478,345,140.515942028986,1907,6348,0.300409577819786,4319,13728,0.314612470862471,0.441537392915027,0.558462607084973
"2337","MT","Centro-Oeste","TANGARA DA SERRA",288350,1781,161.903425042111,17807,67444,0.26402645157464,36336,131362,0.276609674030542,0.490064949361515,0.509935050638485
"2338","MT","Centro-Oeste","TAPURAH",87714,542,161.833948339483,1927,7460,0.258310991957105,4433,15852,0.279649255614433,0.434694337920144,0.565305662079856
"2339","MT","Centro-Oeste","TERRA NOVA DO NORTE",91985,586,156.970989761092,2349,8358,0.281048097631012,5070,17358,0.292084341513999,0.463313609467456,0.536686390532544
"2340","MT","Centro-Oeste","TESOURO",34822,239,145.698744769874,855,2290,0.373362445414847,1935,5080,0.380905511811024,0.441860465116279,0.558139534883721
"2341","MT","Centro-Oeste","TORIXOREU",29012,189,153.502645502645,631,3012,0.209495351925631,1334,6174,0.216067379332685,0.473013493253373,0.526986506746627
"2342","MT","Centro-Oeste","UNIAO DO SUL",69057,303,227.910891089109,671,2282,0.294040315512708,1537,5082,0.302439984258166,0.436564736499675,0.563435263500325
"2343","MT","Centro-Oeste","VALE DE SAO DOMINGOS",38695,189,204.73544973545,612,2438,0.251025430680886,1297,5184,0.250192901234568,0.471858134155744,0.528141865844256
"2344","MT","Centro-Oeste","VARZEA GRANDE",3092001,18913,163.485486173531,40910,204204,0.200338876809465,82562,386454,0.213639915746764,0.495506407306025,0.504493592693975
"2345","MT","Centro-Oeste","VERA",52079,388,134.224226804124,1617,5964,0.27112676056338,3602,12584,0.286236490781945,0.448917268184342,0.551082731815658
"2346","MT","Centro-Oeste","VILA BELA DA SANTISSIMA TRINDADE",169315,965,175.455958549223,2728,9554,0.285534854511199,5966,19992,0.298419367747099,0.457257794166946,0.542742205833054
"2347","MT","Centro-Oeste","VILA RICA",76069,593,128.278246205734,4035,12338,0.327038417895931,9360,26440,0.354009077155825,0.431089743589744,0.568910256410256
"2348","PA","Norte","ABAETETUBA",6637361,32101,206.76492944145,16871,109100,0.154637946837764,36462,214670,0.169851399822984,0.462700894081509,0.537299105918491
"2349","PA","Norte","ABEL FIGUEIREDO",276810,1173,235.984654731458,706,4842,0.145807517554729,1529,10010,0.152747252747253,0.461739699149771,0.538260300850229
"2350","PA","Norte","ACARA",2292186,11084,206.80133525803,4641,38576,0.120307963500622,9036,76694,0.117818864578715,0.513612217795485,0.486387782204515
"2351","PA","Norte","AFUA",1678496,7076,237.209723007349,5428,23150,0.234470842332613,11386,48158,0.236430084305827,0.476725803618479,0.523274196381521
"2352","PA","Norte","AGUA AZUL DO NORTE",555590,2766,200.86406362979,1050,7146,0.146935348446683,2203,14934,0.147515735904647,0.476622787108488,0.523377212891512
"2353","PA","Norte","ALENQUER",1941381,10551,183.999715666761,5614,35582,0.157776403799674,11336,71570,0.158390387033673,0.495236414961186,0.504763585038814
"2354","PA","Norte","ALMEIRIM",1795043,5506,326.015800944424,5929,21242,0.279116843988325,12633,44180,0.285943866002716,0.469326367450329,0.530673632549671
"2355","PA","Norte","ALTAMIRA",2129533,10996,193.66433248454,19065,79388,0.240149644782587,42144,159668,0.263947691459779,0.452377562642369,0.547622437357631
"2356","PA","Norte","ANAJAS",1656902,5259,315.060277619319,5579,17834,0.312829426937311,12566,38068,0.330093516864558,0.443975807735158,0.556024192264842
"2357","PA","Norte","ANANINDEUA",5403937,34999,154.402611503186,49838,349024,0.142792472723939,98551,644856,0.152826367437071,0.505707704640237,0.494292295359763
"2358","PA","Norte","ANAPU",1256817,5029,249.913899383575,3927,15658,0.250798313960915,9361,34288,0.273010965935604,0.419506462984724,0.580493537015276
"2359","PA","Norte","AUGUSTO CORREA",1892139,7845,241.190439770554,5184,31612,0.163988358851069,10700,62740,0.170545106789927,0.484485981308411,0.515514018691589
"2360","PA","Norte","AURORA DO PARA",846055,3952,214.08274291498,4149,16954,0.2447210097912,9842,35580,0.276616076447442,0.421560658402764,0.578439341597236
"2361","PA","Norte","AVEIRO",551691,2124,259.741525423729,3165,9546,0.331552482715273,7252,20846,0.347884486232371,0.436431329288472,0.563568670711528
"2362","PA","Norte","BAGRE",1038841,3489,297.747492118085,4426,13008,0.340252152521525,9540,27284,0.349655475736695,0.463941299790356,0.536058700209644
"2363","PA","Norte","BAIAO",1201281,6105,196.770024570025,5014,22888,0.21906675987417,10597,47094,0.225018049008366,0.473152779088421,0.526847220911579
"2364","PA","Norte","BANNACH",79190,400,197.975,414,2214,0.186991869918699,879,4786,0.183660676974509,0.47098976109215,0.52901023890785
"2365","PA","Norte","BARCARENA",2946683,14825,198.764451939292,13962,84306,0.165610988541741,30166,168738,0.178774194313077,0.462838957767022,0.537161042232978
"2366","PA","Norte","BELEM",19031595,119294,159.535223900615,126744,1092318,0.116032144485397,248234,2016748,0.123086275528722,0.51058275659257,0.48941724340743
"2367","PA","Norte","BELTERRA",548478,2930,187.19385665529,2350,13562,0.173278277540186,5160,27514,0.18754088827506,0.455426356589147,0.544573643410853
"2368","PA","Norte","BENEVIDES",2118735,9791,216.396180165458,6711,40808,0.164453048421878,14966,80196,0.186617786423263,0.448416410530536,0.551583589469464
"2369","PA","Norte","BOM JESUS DO TOCANTINS",532118,2587,205.689215307306,1931,12046,0.160302174995849,4168,25050,0.166387225548902,0.463291746641075,0.536708253358925
"2370","PA","Norte","BRAGANCA",3108325,15839,196.245028095208,14769,82936,0.178077071476801,31435,161714,0.194386385841671,0.469826626371878,0.530173373628122
"2371","PA","Norte","BRASIL NOVO",478199,2465,193.995537525355,1940,13444,0.144302290984826,4005,27588,0.145171813832101,0.484394506866417,0.515605493133583
"2372","PA","Norte","BREJO GRANDE DO ARAGUAIA",232655,1135,204.982378854626,583,5176,0.112635239567233,1303,10616,0.122739261492087,0.447429009976976,0.552570990023024
"2373","PA","Norte","BREU BRANCO",1471319,6691,219.895232401734,9943,32056,0.310175942101323,21710,64978,0.334113084428576,0.457991708889912,0.542008291110088
"2374","PA","Norte","BREVES",4101643,16672,246.019853646833,20028,63188,0.316958916249921,40558,125440,0.323325892857143,0.49381133191972,0.50618866808028
"2375","PA","Norte","BUJARU",1646504,5647,291.571453869311,3594,18996,0.189197725837018,8019,38890,0.206196965800977,0.44818555929667,0.55181444070333
"2376","PA","Norte","CACHOEIRA DO ARARI",1173743,4369,268.652552071412,4548,16828,0.270263845971001,9627,34500,0.27904347826087,0.472421315051418,0.527578684948582
"2377","PA","Norte","CACHOEIRA DO PIRIA",1222020,4455,274.30303030303,3239,11974,0.270502755971271,8189,26662,0.307141249718701,0.395530589815606,0.604469410184394
"2378","PA","Norte","CAMETA",4284731,19720,217.278448275862,16616,87880,0.189076012744652,33814,178134,0.189823391379523,0.491394097119536,0.508605902880464
"2379","PA","Norte","CANAA DOS CARAJAS",673195,3839,175.356863766606,11610,37772,0.307370539023615,26729,79710,0.335328064232844,0.434359684238093,0.565640315761907
"2380","PA","Norte","CAPITAO POCO",1293803,7946,162.824439969796,6855,38612,0.177535481197555,14274,76468,0.186666317936915,0.480243799915931,0.519756200084069
"2381","PA","Norte","CASTANHAL",1877581,13720,136.849927113703,21361,135488,0.157659718941899,43028,256242,0.167919388702867,0.49644417588547,0.50355582411453
"2382","PA","Norte","CHAVES",928033,3273,283.542010388023,2763,11742,0.23530914665304,5549,24720,0.224474110032362,0.497927554514327,0.502072445485673
"2383","PA","Norte","COLARES",403447,1812,222.652869757174,2346,10008,0.234412470023981,5051,20124,0.250993838203141,0.464462482676698,0.535537517323302
"2384","PA","Norte","CONCEICAO DO ARAGUAIA",580836,3629,160.054009368972,6856,31538,0.21738854714947,14526,63016,0.230512885616351,0.471981274955253,0.528018725044747
"2385","PA","Norte","CONCORDIA DO PARA",1227897,5015,244.844865403789,4337,20784,0.2086701308699,9721,42582,0.228288948381945,0.446147515687686,0.553852484312314
"2386","PA","Norte","CUMARU DO NORTE",283644,1361,208.408523144747,845,4648,0.181798623063683,1889,9798,0.192794447846499,0.447326627845421,0.552673372154579
"2387","PA","Norte","CURIONOPOLIS",521519,3114,167.475594091201,3736,14926,0.250301487337532,9205,32360,0.284456118665019,0.405866376969039,0.594133623030962
"2388","PA","Norte","CURRALINHO",1390362,5309,261.88773780373,5258,19568,0.268704006541292,10942,40668,0.269056752237632,0.480533723268141,0.519466276731859
"2389","PA","Norte","CURUA",514192,2225,231.097528089888,1060,8276,0.128081198646689,2261,17530,0.128978893325727,0.468819106590004,0.531180893409996
"2390","PA","Norte","CURUCA",1805661,8683,207.953587469769,6668,30286,0.220167734266658,13890,60648,0.229026513652552,0.480057595392369,0.519942404607631
"2391","PA","Norte","DOM ELISEU",697409,4241,164.444470643716,8886,30598,0.290411137982875,19314,61098,0.316115093783757,0.460080770425598,0.539919229574402
"2392","PA","Norte","ELDORADO DOS CARAJAS",629344,3711,169.588790083535,5119,18176,0.281635123239437,11825,38348,0.308360279545217,0.432896405919662,0.567103594080338
"2393","PA","Norte","FARO",463060,1651,280.472440944882,4906,10000,0.4906,9001,18960,0.474736286919831,0.545050549938896,0.454949450061104
"2394","PA","Norte","FLORESTA DO ARAGUAIA",455528,2370,192.205907172996,2419,11978,0.201953581566205,5459,25590,0.213325517780383,0.443121450815168,0.556878549184832
"2395","PA","Norte","GARRAFAO DO NORTE",961681,4873,197.348861071209,4833,19950,0.242255639097744,11503,42214,0.272492538020562,0.420151264887421,0.579848735112579
"2396","PA","Norte","GOIANESIA DO PARA",580355,3302,175.758631132647,6509,21092,0.308600417219799,15262,44610,0.342120600762161,0.426484078102477,0.573515921897523
"2397","PA","Norte","GURUPA",2022839,5773,350.396500952711,4484,17334,0.258682358370832,9436,36066,0.261631453446459,0.475201356506994,0.524798643493006
"2398","PA","Norte","IGARAPE-ACU",1043261,6617,157.663744899501,5724,29880,0.191566265060241,12146,58964,0.205990095651584,0.471266260497283,0.528733739502717
"2399","PA","Norte","IGARAPE-MIRI",1917360,10337,185.485150430492,9900,46198,0.214294991125157,21713,93078,0.233277466211135,0.455948049555566,0.544051950444434
"2400","PA","Norte","INHANGAPI",345887,1812,190.886865342163,881,8216,0.107229795520935,1856,16396,0.113198341058795,0.474676724137931,0.525323275862069
"2401","PA","Norte","IPIXUNA DO PARA",1256871,5804,216.552549965541,4870,18500,0.263243243243243,11201,38592,0.290241500829187,0.434782608695652,0.565217391304348
"2402","PA","Norte","IRITUIA",1202474,6502,184.939095662873,5479,24186,0.226536012569255,11792,49700,0.237263581488934,0.464637042062415,0.535362957937585
"2403","PA","Norte","ITAITUBA",2611871,12868,202.974121852658,23811,75376,0.315896306516663,54425,154268,0.352795135737807,0.437501148369316,0.562498851630684
"2404","PA","Norte","ITUPIRANGA",1279317,6266,204.168049792531,9701,31096,0.31196938512992,21635,64916,0.333276850083184,0.448393806332332,0.551606193667668
"2405","PA","Norte","JACAREACANGA",687076,2448,280.668300653595,3215,9436,0.340716405256465,7841,20552,0.381520046710782,0.410024231603112,0.589975768396888
"2406","PA","Norte","JACUNDA",1667743,7068,235.956847764573,9947,34020,0.29238683127572,21794,68568,0.317845058919613,0.456410021106727,0.543589978893273
"2407","PA","Norte","JURUTI",1204279,5579,215.859293780247,7364,30052,0.245041927325968,16063,63546,0.252777515500582,0.458444873311337,0.541555126688663
"2408","PA","Norte","LIMOEIRO DO AJURU",1020667,5187,196.774050510893,4101,18532,0.221292898769696,8608,39072,0.22031122031122,0.476417286245353,0.523582713754647
"2409","PA","Norte","MAE DO RIO",1251802,6445,194.228394103957,6334,25166,0.251688786457919,13634,49608,0.274834704079987,0.464573859468975,0.535426140531025
"2410","PA","Norte","MAGALHAES BARATA",245745,1182,207.906091370558,1727,7452,0.231749865807837,3864,15666,0.246648793565684,0.446946169772257,0.553053830227743
"2411","PA","Norte","MARABA",2228294,13945,159.79160989602,36585,163134,0.224263488910957,79759,324818,0.245549815589038,0.458694316628844,0.541305683371156
"2412","PA","Norte","MARACANA",1132837,6052,187.183906146728,3185,21826,0.145926876202694,6506,44844,0.145080724288645,0.489548109437442,0.510451890562558
